Id,PersonId,Name,MetadataDateSent,clean_email,raw_email,scores_nltk,pred_nltk,scores_TextBlob,pred_TextBlob,same,topic,topic_0,topic_1,topic_2
916,87,Jake Sullivan,2009-10-04T04:00:00+00:00,Pls see below and scheduling options requested Is this cover story Does anyone know By the way this Sundays story about Barbra was fabulous,"Pls see below and scheduling options requested. Is this a cover story? Does anyone know? By the way, this Sunday's story about Barbra was fabulous.",0.5719,positive,0.4,positive,1.0,topic_0,0.5695286223557546,0.31081564628847985,0.11965573135576542
917,87,Jake Sullivan,2009-11-01T04:00:00+00:00,Wednesday August AM preines Re Les Gelb RELEASE IN PART We should create day meeting Webb about Burma McCainLiebermanGraham about Af Pak etc Meeting MitchellHolbrooke etc,"H <hrod17@clintonemail.com> Wednesday, August 26, 2009 8:48 AM 'preines Re: Les Gelb RELEASE IN PART B6 We should create a day--meeting w Webb about Burma, McCain/Lieberman/Graham about Af-Pak, etc. Meeting w Mitchell/Holbrooke etc.",0.2732,positive,0.0,neutural,0.0,topic_1,0.0716751601764331,0.7181187115956326,0.2102061282279343
922,81,Huma Abedin,2009-11-02T05:00:00+00:00,Both Need to do statement asap,Both. Need to do statement asap.,0.0,neutural,0.0,neutural,1.0,topic_2,0.12300152809299245,0.12787694295029625,0.7491215289567112
923,193,Scott Gration,2009-11-02T05:00:00+00:00,Yes can do at,"Yes, I can do at 10:30.",0.4019,positive,0.0,neutural,0.0,topic_1,0.16677884882772326,0.6664755551986055,0.1667455959736712
924,116,Lauren Jiloty,2009-11-02T05:00:00+00:00,Pis read the following Ive followed this case Torture on homefront cries out for justice Comments httpwwwsuntimescomnewsmarinCST EDT caroarticle August BY CAROL MARIN mailto Sun Times Columnist The feds cant just yet deport Michigan restaurateur Ibrahim Parlak to his native Turkey But they are frighteningly closer And the irony screams out Carol Mann On Monday the same day Eric Holder President Obamas attorney general announced he would appoint special counsel to investigate whether torture was used by the CIA to extract confessions from foreign suspects US appeals court at the behest of the US government ruled that it didnt have problem sending Parlak back to the country where he was tortured imprisoned for months shocked with electrodes hung by his arms and sexually violated Turkish Kurd Parlak was granted political asylum in It was before our government got cozier with Turkey before it re classified some of the Kurdish separatist movement as terrorist and before the attacks of Sept With Ibrahim Parlaks horror began anew Suddenly he looked different to the newly created Department of Homeland Security and to the Justice Departments Immigration courts Instead of seeing hard working tax paying Chamber of Commerce member who ran Cafe Gulistan small Middle Eastern restaurant in the resort town of Harbert Mich tlie feds now saw an international menace In the FBI grabbed Parlak and locked him up If it hadnt been for volunteer team of lawyers including Reagan appointed former US attorney former FBI anti terrorism legal adviser and the bipartisan intervention of Michigans Sen Carl Levin liberal Democrat and Rep Fred Upton conservative Republican Parlak would still be in jail Thanks to them this year old father of year old girl is temporarily free But just barely The newest outrage is the decision issued by Cincinnatis th Circuit Court of Appeals on the same day Holder launched his torture inquiry The majority opinion was issued by two Bush appointees put on the bench after Judge Julia Smith Gibbons and Judge Jeffrey Sutton upheld the Justice Departments Immigration courts ruling that Parlak failed to disclose his relationship to the now labeled terrorist organization even though he was never proven to be member Lets remember something about our immigration courts They are not independent They work for whoever is the attorney general And the past rulings against Parlak came under two now controversial Bush appointees John Ashcroft and Alberto Gonzales The fairness of immigration rulings has been ripped by none other than Judge Richard Posner of the th Circuit Court of Appeals one of the nations most brilliant judges By September of Posner noted staggering percent of the petitions had been reversed due to according to one ruling willingness to ignore the most basic of facts Echoing Posner now is the dissenting judge on the Parlak appeal Judge Boyce Martin Carter appointee writes with both clarity and conviction arguing the governments awesome power was used here to railroad man out of our country Like surgeon Martin dissects the Justice Departments immigration courts and the majority opinion of his own colleagues and ends by saying remain hopeful nevertheless that this case is but sad remnant of an era of paranoid overzealous error riddled and misguided anti terrorism and immigration enforcement that has now gone by the wayside It is just shame that even if my hope proves true it is too late for Ibrahim Parlak Parlaks legal team will appeal Meanwhile Holder like Ashcroft and Gonzales before him is the new boss of the immigration courts As he investigates questions of US torture abroad heres hoping Holder examines the ongoing domestic legal torture of Ibrahim Parlak,"Pis read the following. I've followed this case Torture on homefront cries out for justice Comments <http://www.suntimes.com/news/marin/1734591,CST-EDT-caro126.article> August 26, 2009 BY CAROL MARIN <mailto:cmarin@suntimes.com> Sun-Times Columnist The feds can't -- just yet -- deport Michigan restaurateur Ibrahim Parlak to his native Turkey. But they are frighteningly closer. And the irony screams out. Carol Mann On Monday, the same day Eric Holder, President Obama's attorney general, announced he would appoint a special counsel to investigate whether torture was used by the CIA to extract confessions from foreign suspects, a U.S. appeals court at the behest of the U.S. government ruled that it didn't have a problem sending Parlak back to the country where he was tortured -- imprisoned for 17 months, shocked with electrodes, hung by his arms and sexually violated. A Turkish Kurd, Parlak was granted political asylum in 1992. It was before our government got cozier with Turkey, before it re-classified some of the Kurdish separatist movement as ""terrorist"" and before the attacks of Sept. 11. With 9/11, Ibrahim Parlak's horror began anew. Suddenly he looked different to the newly created Department of Homeland Security and to the Justice Department's Immigration courts. Instead of seeing a hard-working, tax-paying Chamber of Commerce member who ran Cafe Gulistan, a small Middle Eastern restaurant in the resort town of Harbert, Mich., tlie feds now saw an international menace. In 2004, the FBI grabbed Parlak and locked him up. If it hadn't been for a volunteer team of lawyers, including a Reagan-appointed former U.S. attorney, a former FBI anti- terrorism legal adviser and the bipartisan intervention of Michigan's Sen. Carl Levin, a liberal Democrat, and Rep. Fred Upton, a conservative Republican, Parlak would still be in jail. Thanks to them, this 47-year-old father of a 12-year-old girl is temporarily free. But just barely. The newest outrage is the 2-1 decision issued by Cincinnati's 6th Circuit Court of Appeals on the same day Holder launched his torture inquiry. B5 The majority opinion was issued by two Bush appointees put on the bench after 9/11. Judge Julia Smith Gibbons and Judge Jeffrey Sutton upheld the Justice Department's Immigration courts ruling that Parlak failed to disclose his relationship to the now-labeled terrorist organization even though he was never proven to be a member. Let's remember something about our immigration courts. They are not independent. They work for whoever is the attorney general. And the past rulings against Parlak came under two now-controversial Bush appointees, John Ashcroft and Alberto Gonzales. The fairness of immigration rulings has been ripped by none other than Judge Richard Posner of the 7th Circuit Court of Appeals, one of the nation's most brilliant judges. By September of 2005, Posner noted ""a staggering 40 percent of the 136 petitions"" had been reversed due to, according to one ruling, a willingness to ignore ""the most basic of facts."" Echoing Posner now is the dissenting judge on the Parlak appeal. Judge Boyce F. Martin, a Carter appointee, writes with both clarity and conviction, arguing the government's ""awesome power was used here to railroad a man out of our country."" Like a surgeon, Martin dissects the Justice Department's immigration courts and the majority opinion of his own colleagues, and ends by saying, ""I remain hopeful, nevertheless, that this case is but a sad remnant of an era of paranoid, overzealous, error-riddled and misguided anti-terrorism and immigration enforcement that has now gone by the wayside. It is just a shame that, even if my hope proves true, it is too late for Ibrahim Parlak."" Parlak's legal team will appeal. Meanwhile, Holder, like Ashcroft and Gonzales before him, is the new boss of the immigration courts. As he investigates questions of U.S. torture abroad, here's hoping Holder examines the ongoing domestic legal torture of Ibrahim Parlak.",-0.9848,negative,0.07527507215007216,positive,0.0,topic_0,0.6990187430048521,0.043874620807340566,0.2571066361878073
925,60,Doug Hattaway,2009-11-02T05:00:00+00:00,Friday November PM sbwhoeop Re FYI Charlie Rose Ok And by the way Well celebrate in December,"H <hrod17@clintonemail.com> Friday, November 6, 2009 5:14 PM 'sbwhoeop Re: FYI: Charlie Rose Ok. And, by the way, We'll celebrate in December.",0.8602,positive,0.55,positive,1.0,topic_1,0.08045693815295125,0.8312864263766206,0.08825663547042811
926,152,Nancy Parrish,2009-11-02T05:00:00+00:00,Pls add to schedule from to Thx,Pls add to schedule from 12:30 to 2:30. Thx.,0.4215,positive,0.0,neutural,0.0,topic_1,0.178392546895148,0.7007632493189858,0.1208442037858661
927,116,Lauren Jiloty,2009-10-05T04:00:00+00:00,Yes Thx,Yes. Thx.,0.6369,positive,0.0,neutural,0.0,topic_1,0.15646054428039874,0.6978498643611122,0.14568959135848908
929,81,Huma Abedin,2009-08-21T04:00:00+00:00,The following is from an observer who think is right about the need for more strategy time which means we have to have better balance about travel time Id like your reactions Thx When it comes to foreign policy all see you doing great job You must be literally killing yourself can see your schedule is bruising But you probably need more strategy time less events as the ultimate judgment will be on whether iran nk get the bomb progress in Mideast success in Afghanistan Iraq Obamas pause on Afghanistan goes well with elite media and left that is against all wars but not with swing male voters who are defecting And think it is making the rest of your job much tougher because the delay in the decision is looking Carterlike to US adversaries any decision is better than no decision But all roads likely lead to Iran and perhaps Pakistan rest is secondary at this point Thats my view for what its worth Take care,"The following is from an observer who I think is right about the need for more strategy time which means we have to have a better balance about travel time. I'd like your reactions. Thx. ""When it comes to foreign policy, all see you doing a great job. You must be literally killing yourself— I can see your schedule is bruising. But you probably need more strategy time, less events as the ultimate judgment will be on • whether iran, nk get the bomb, progress in Mideast, success in Afghanistan, Iraq. Obama's pause on Afghanistan goes well with elite media and left that is against all wars, but not with swing male voters who are defecting. And I think it is making the rest of your job much tougher because the delay in the decision is looking Carterlike to US adversaries — any decision is better than no decision. But all roads likely lead to Iran and perhaps Pakistan, rest is secondary at this point. That's my view for what it's worth. Take care.",0.8957,positive,0.1937675070028011,positive,1.0,topic_0,0.5038587792254654,0.2619267322881881,0.2342144884863465
931,32,Cheryl Mills,2009-08-22T04:00:00+00:00,Miguel Saturday November PM Huma Abed in Health care cvalls received your info about Mike Ross but need the info about Berry and Carney before calling them Thx,"Miguel-- H <hrod17@clintonemail.com> Saturday, November 7, 2009 2:38 PM 'rodriguezme@state.gov' Huma Abed in Health care cvalls I received your info about Mike Ross but I need the info about Berry and Carney before calling them. Thx.",0.6542,positive,0.0,neutural,0.0,topic_0,0.6106121516304578,0.2260802687885279,0.16330757958101438
932,81,Huma Abedin,2009-08-22T04:00:00+00:00,Marty Thanks for the update and pls let me know the dates for each service really hope to make one of them Im copying Huma and Lona so they know Saif will have the information III,Marty-- Thanks for the update and pls let me know the dates for each service. I really hope to make one of them. I'm copying Huma and Lona so they know Saif will have the information. III! H,0.7501,positive,0.2,positive,1.0,topic_2,0.09839343810747136,0.08433952484444529,0.8172670370480832
933,81,Huma Abedin,2009-08-22T04:00:00+00:00,would love to see you on Dec th as you pass thru town Im asking Huma and Lona to schedule time for us to catch up Hope all is well you and yours,"I would love to see you on Dec 14th as you pass thru town. I'm asking Huma and Lona to schedule a time for us to catch up. Hope all is well w you and yours, H",0.8481,positive,0.5,positive,1.0,topic_2,0.07906999336203484,0.2979272831471469,0.6230027234908183
933,81,Huma Abedin,2009-08-22T04:00:00+00:00,Wednesday December AM Huma Abedin concert has concert at his school tonight at Can get there,"H <hrod17@clintonemail.com> Wednesday, December 2, 2009 7:03 AM 'ValmoroU@state.gov'; Huma Abedin concert has a concert at his school tonight at 7. Can I get there?",0.0,neutural,0.0,neutural,1.0,topic_2,0.1013482275616136,0.2355594212089452,0.6630923512294411
935,124,Lona Valmoro,2009-08-22T04:00:00+00:00,Maggie cant pull up the data Can you give me the highlights Thx,Maggie--I can't pull up the data. Can you give me the highlights? Thx.,0.3612,positive,0.0,neutural,0.0,topic_1,0.10998590700936467,0.782658644082236,0.10735544890839936
936,87,Jake Sullivan,2009-11-02T05:00:00+00:00,Wednesday December AM jakesullivan Re insert RELEASE IN PART BB Ok lets discuss in call,"H <hrod17@clintonemail.com > Wednesday, December 2, 2009 7:59 AM 'jake.sullivan Re: insert RELEASE IN PART B5,B6 Ok let's discuss in call.",0.29600000000000004,positive,0.5,positive,1.0,topic_2,0.08608251533821959,0.1961425961895314,0.7177748884722489
937,87,Jake Sullivan,2009-11-02T05:00:00+00:00,You can make that call for me Wednesday December AM jakesullivan Re insert,"You can make that call for me. H <hrod17@clintonemail.com> Wednesday, December 2, 2009 8:12 AM jake.sullivan Re: insert",0.0,neutural,0.0,neutural,1.0,topic_2,0.11308701953727154,0.13828532645376718,0.7486276540089613
938,116,Lauren Jiloty,2009-11-02T05:00:00+00:00,Albright wants me to attend NATO seminar here in DC around Feb Id like to do that if possible,Albright wants me to attend NATO seminar here in DC around Feb 20-22. I'd like to do that if possible.,0.3612,positive,0.1,positive,1.0,topic_2,0.09806048598502724,0.2901326411168585,0.6118068728981143
939,81,Huma Abedin,2009-10-06T04:00:00+00:00,Melanne Your travels bring back so many wonderful memories of all weve done together over the last years When we are both back we need to find time for discussing the projects like cook stoves that we want to do or facilitate Until then safe travels,"Melanne--Your travels bring back so many wonderful memories of all we've done together over the last 17 years. When we are both back, we need to find time for discussing the projects--like cook stoves--that we want to do or facilitate. Until then, safe travels. H",0.8651,positive,0.3333333333333333,positive,1.0,topic_1,0.0711110359048299,0.8436013718262458,0.08528759226892424
939,124,Lona Valmoro,2009-10-06T04:00:00+00:00,Dear Chris heard about the election law passing and the agreement about Kirkuk which sound like positive steps forward Thanks to you and your team for all you did to support the Iraqis in these decisions Kudos all around Take care Hillary,"Dear Chris-- I heard about the election law passing and the agreement about Kirkuk, which sound like positive steps forward. Thanks to you and your team for all you did to support the Iraqis in these decisions. Kudos all around. Take care, Hillary",0.9719,positive,0.2757575757575758,positive,1.0,topic_2,0.07764730523314209,0.08650293640342546,0.8358497583634324
940,90,James Steinberg,2009-11-02T05:00:00+00:00,That is really cool to share the list you and nice recognition of our years work Onward,That is really cool to share the list w you and a nice recognition of our year's work. Onward!,0.7818,positive,0.475,positive,1.0,topic_0,0.7630382785903753,0.10225665600023907,0.13470506540938554
941,116,Lauren Jiloty,2009-11-02T05:00:00+00:00,RELEASE IN PART BBBDB Berlin was terrific Lots of good exchanges leaders Have you heard anything else,"RELEASE IN PART B4,1.4(B),B1,1.4(D),B6 Berlin was terrific. Lots of good exchanges w leaders. Have you heard anything else?",0.7184,positive,0.35,positive,1.0,topic_2,0.09099555404515207,0.0944600925644946,0.8145443533903532
942,81,Huma Abedin,2009-10-06T04:00:00+00:00,Pls be sure do letter to his wife and my friend Ronnie and add her to call list,"Pls be sure I do letter to his wife and my friend, Ronnie and add her to call list.",0.7003,positive,0.5,positive,1.0,topic_1,0.3946703214435908,0.4965787405181551,0.10875093803825403
942,116,Lauren Jiloty,2009-10-06T04:00:00+00:00,Have you learned any more Im copying Lauren to get his,Have you learned any more? I'm copying Lauren to get his #s.,0.0,neutural,0.5,positive,0.0,topic_1,0.12605722452602194,0.7409001942054398,0.13304258126853827
943,202,Thomas Shannon,2009-11-02T05:00:00+00:00,Tuesday November PM Re Was in Berlin which was moving and drenching and am now in Singapore Are you around in DC this week Were due for another catch up call,"H <hrod17@clintonemail.com> Tuesday, November 10, 2009 1:41 PM Re: Was in Berlin, which was moving and drenching and am now in Singapore. Are you around in DC this week? We're due for another catch up call. H",0.0,neutural,-0.125,negative,0.0,topic_1,0.08668221724315045,0.7757901799370416,0.13752760281980794
945,87,Jake Sullivan,2009-11-02T05:00:00+00:00,Where is Bill Can call his cell or Dougs,Where is Bill? Can I call his cell or Doug's?,0.0,neutural,0.0,neutural,1.0,topic_0,0.7070302557713165,0.15440630016824186,0.13856344406044174
946,116,Lauren Jiloty,2009-10-06T04:00:00+00:00,Pis add Elaine Schuster Vicki Kennedy at General Lloyd Austin want to do letterscalls to Archbishop Tutu and to Gail Collins at NYTimes pls get copy of her book When Everything Changed so pis send me their addresses and numbers,"Pis add Elaine Schuster, Vicki Kennedy at General Lloyd Austin I want to do letters/calls to Archbishop Tutu, and to Gail Collins at NYTimes (pls get copy of her book, When Everything Changed) so pis send me their addresses and numbers",0.1531,positive,0.05000000000000002,positive,1.0,topic_1,0.06903917381485501,0.8607864601296045,0.0701743660555406
946,349,vanbuskirk michael 1,2009-10-06T04:00:00+00:00,Can Kristy come tomorrow,Can Kristy come tomorrow?,0.0,neutural,0.0,neutural,1.0,topic_1,0.12666542068899678,0.7463611196498661,0.12697345966113732
947,124,Lona Valmoro,2009-10-06T04:00:00+00:00,Tuesday November PM NATO report Dear Madeleine Thank you for your letter report to me about the excellent work you are doing All the outreach is reassuring the Central and Eastern members We face some hard choices ahead and should plan to meet in December to review will be in Brussels for the NATO Ministerial the first week so lets aim for time after that All the best Hillary,"H <hrod17@clintonemail.com> Tuesday November 10 2009 1:50 PM 'gordonph@state.gov'; 'Daalder1H@state.gov'; 'sullivanjj@state.gov'; 'ValmoroU@state.gov' NATO report Dear Madeleine, Thank you for your letter report to me about the excellent work you are doing. All the outreach is reassuring the Central and Eastern members. We face some hard choices ahead and should plan to meet in December to review. I will be in Brussels for the NATO Ministerial the first week, so let's aim for a time after that. All the best, Hillary",0.9468,positive,0.39166666666666666,positive,1.0,topic_2,0.05511044958923832,0.2441563931817141,0.7007331572290476
948,150,Monica Hanley,2009-08-23T04:00:00+00:00,Same as Isabellejust hands,Same as Isabelle—just hands.,0.0,neutural,0.0,neutural,1.0,topic_1,0.13976461661001274,0.7206041644592717,0.13963121893071567
949,150,Monica Hanley,2009-08-23T04:00:00+00:00,Tuesday November PM Re Schedule Joe Im copying Lona in my office so you can contact her to schedue visit Thx for the kind words about our work on behalf of women and Africa,"H <hrod17@clintonemail.com> Tuesday, November 10, 2009 1:53 PM 'ValmoroU@state.gov' Re: Schedule Joe---I'm copying Lona in my office so you can contact her to schedue a visit. Thx for the kind words about our work on behalf of women and Africa. H",0.7096,positive,0.6,positive,1.0,topic_0,0.4064381812902351,0.37176620219820855,0.22179561651155624
950,143,Melanne Verveer,2009-11-03T05:00:00+00:00,agree we should stick principals thought everyone else was confirmed What was reaction to Raj,I agree--we should stick w principals. I thought everyone else was confirmed? What was reaction to Raj?,0.3612,positive,0.4,positive,1.0,topic_1,0.09407717956604636,0.5694910484101092,0.3364317720238445
952,86,Jacob Lew,2009-11-04T05:00:00+00:00,We should do,We should do.,0.0,neutural,0.0,neutural,1.0,topic_0,0.3333333333333333,0.3333333333333333,0.3333333333333333
953,32,Cheryl Mills,2009-10-07T04:00:00+00:00,back we need to talk Can we talk now just woke up again,back -- we need to talk Can we talk now? I just woke up again.,0.0,neutural,0.0,neutural,1.0,topic_1,0.12571492249552144,0.7419080751980555,0.13237700230642307
954,32,Cheryl Mills,2009-10-07T04:00:00+00:00,back we need to talk Call only my berry,back -- we need to talk Call only my berry.,0.0,neutural,0.0,neutural,1.0,topic_2,0.1275170937612295,0.2125433070963042,0.6599395991424664
955,179,Richard Holbrooke,2009-11-04T05:00:00+00:00,Thursday November AM sbwhoeop Re FYI Murdoch makes his move to Cameron Attack on BBC to follow Sid Thats quite the match Murdochs Mandelson,"H <hrod17@clintonemail.com> Thursday, November 12, 2009 9:42 AM 'sbwhoeop Re: FYI: Murdoch makes his move to Cameron. Attack on BBC to follow. Sid That's quite the match--Murdochs v Mandelson.",-0.1449,negative,0.0,neutural,0.0,topic_0,0.5214140445325095,0.3919160660500484,0.08666988941744218
957,32,Cheryl Mills,2009-11-04T05:00:00+00:00,Any word on Kennedy funeral,Any word on Kennedy funeral?,-0.3612,negative,0.0,neutural,0.0,topic_0,0.4840282298308458,0.3839561559516199,0.13201561421753416
959,81,Huma Abedin,2009-08-24T04:00:00+00:00,Yes call my berry or the black phone in my room,Yes--call my berry or the black phone in my room.,0.4019,positive,-0.16666666666666666,negative,0.0,topic_0,0.6537404416571667,0.226854269947642,0.11940528839519128
959,350,huma abed in,2009-08-24T04:00:00+00:00,havent been able to get line out on my berry so that may be why But ops should be able to connect on the black,I haven't been able to get a line out on my berry so that may be why. But ops should be able to connect on the black.,0.0,neutural,0.2777777777777778,positive,0.0,topic_1,0.34067281546554307,0.5292840487295605,0.1300431358048964
959,170,Philippe Reines,2009-08-24T04:00:00+00:00,When am supposed to call Libyans,When am I supposed to call Libyans?,0.0,neutural,0.0,neutural,1.0,topic_0,0.44006037733324394,0.4207741084937796,0.1391655141729764
960,196,Strobe Talbott,2009-10-07T04:00:00+00:00,am going to leave so calls will have to be on my berry Someone should email and will then call in,I am going to leave so calls will have to be on my berry. Someone should email and I will then call in.,-0.0516,negative,0.0,neutural,0.0,topic_1,0.15316926018835214,0.4834028107268202,0.3634279290848276
961,170,Philippe Reines,2009-08-24T04:00:00+00:00,reached Katie but Shellys voice mail wasnt set up Can you track her down and tell her tried Thx,I reached Katie but Shelly's voice mail wasn't set up. Can you track her down and tell her I tried. Thx.,0.5346,positive,-0.1555555555555556,negative,0.0,topic_0,0.5498368052037833,0.10071655306863113,0.3494466417275857
962,351,caputo,2009-11-04T05:00:00+00:00,Friday November AM Fw Pis do congrats letter,"H <hrod17@clintonemail.com> Friday, November 13, 2009 6:41 AM 'JilotyLC@state.gov', 'Russorv@state.gov' Fw: Pis do a congrats letter.",0.5267,positive,0.0,neutural,0.0,topic_1,0.09866940560172067,0.799923197673835,0.10140739672444428
962,121,Lisa Caputo,2009-11-04T05:00:00+00:00,just left so if get there by then will Do you think that can work,"I just left, so if I get there by then, I will. Do you think that can work?",0.0,neutural,0.0,neutural,1.0,topic_1,0.1351652378851539,0.7321967452127615,0.1326380169020848
963,169,Philip Gordon,2009-11-05T05:00:00+00:00,talked to Shelly and she is grateful for your call She has new phone and hasnt set up her VM yet,I talked to Shelly and she is grateful for your call. She has a new phone and hasn't set up her VM yet.,0.4588,positive,0.13636363636363635,positive,1.0,topic_1,0.2211060940929105,0.6817511389626416,0.09714276694444783
964,116,Lauren Jiloty,2009-11-05T05:00:00+00:00,Ban really wants to do this me but he cannot do it at on the th because he has to go to Pburgh He asked that we work Bob Orr on his staff to find another time if possible We should try to do that asap He doesnt leave NY until afternoon of th so possible to do in morning He returns late afternoon on th What can we work out If all else fails work Orr to get the right representative,"Ban really wants to do this w me but he cannot do it at 3:30 on the 24th because he has to go to P'burgh. He asked that we work w Bob Orr on his staff to find another time if possible. We should try to do that asap. He doesn't leave NY until afternoon of 24th so possible to do in morning. He returns late afternoon on 25th. What can we work out? If all else fails, work w Orr to get the right representative.",-0.6983,negative,-0.05238095238095238,negative,1.0,topic_1,0.09956930768461687,0.8018565523697962,0.09857413994558673
968,32,Cheryl Mills,2009-11-05T05:00:00+00:00,Friday November AM Fw Admiral Platt See if you can get copy of the intro Navy Sec Ma bus gave me thats referred to below,"H <hrod17@clintonemail.com> Friday, November 13, 2009 6:59 AM 'JilotyLC@state.gov. Fw: Admiral Platt See if you can get a copy of the intro Navy Sec Ma bus gave me that's referred to below.",0.3182,positive,-0.1,negative,0.0,topic_1,0.09209246766005254,0.8214683319930179,0.0864392003469295
969,170,Philippe Reines,2009-11-05T05:00:00+00:00,Cheryl ill be at home until and then all day tomorrow Email if you want to talk and let me know what you think of Punta Cana,Cheryl--i'll be at home until 4:30 and then all day tomorrow. Email if you want to talk and let me know what you think of Punta Cana. H,-0.3612,negative,-0.5,negative,1.0,topic_1,0.07956034050837839,0.8093096719718579,0.11112998751976358
970,116,Lauren Jiloty,2009-10-08T04:00:00+00:00,will miss you since dont return until the th but will look forward to what you and Bill and others you think about what if anything we can do in the Middle East under the current conditions All the best,"I will miss you since I don't return until the 20th but I will look forward to what you and Bill (and others w you) think about what, if anything, we can do in the Middle East under the current conditions. All the best. H",0.7579,positive,0.3333333333333333,positive,1.0,topic_1,0.08834605687788556,0.5751985086135107,0.3364554345086037
971,32,Cheryl Mills,2009-11-05T05:00:00+00:00,Wednesday August PM Re,"H <hrod17@clintonemail.com> Wednesday, August 26, 2009 9:16 PM 'millscd@state.gov' Re:",0.0,neutural,0.0,neutural,1.0,topic_1,0.1235254473194064,0.7445477048793991,0.13192684780119446
972,170,Philippe Reines,2009-11-05T05:00:00+00:00,Lets do conf call re this Jack and whomever else you and he decide,Let's do conf call re this w Jack and whomever else you and he decide.,0.0,neutural,0.0,neutural,1.0,topic_0,0.5634222174278847,0.1137925233063305,0.3227852592657847
973,81,Huma Abedin,2009-10-08T04:00:00+00:00,forgot have to do stick Are you free,I forgot I have to do stick. Are you free?,0.5106,positive,0.4,positive,1.0,topic_1,0.1238587977193698,0.7524358205861436,0.12370538169448662
973,124,Lona Valmoro,2009-10-08T04:00:00+00:00,do not think Im supposed to be here dont see another FM Can you check,I do not think I'm supposed to be here. I don't see another FM. Can you check?,0.0,neutural,0.0,neutural,1.0,topic_1,0.12130604996638,0.7655370010420147,0.11315694899160532
974,81,Huma Abedin,2009-11-05T05:00:00+00:00,did not receive another draft Did it go out,I did not receive another draft. Did it go out?,0.0,neutural,0.0,neutural,1.0,topic_0,0.6781101758409309,0.1405971973723938,0.1812926267866752
975,116,Lauren Jiloty,2009-11-05T05:00:00+00:00,Saturday December AM Re Have great time just left my house heading for yours to check on the painting,"H <hrod17@clintonemail.com> Saturday, December 5, 2009 11:41 AM 'millscd@state.gov. Re: Have a great time! just left my house heading for yours to check on the painting.",0.6249,positive,0.4,positive,1.0,topic_1,0.08777320505018217,0.7557040584234347,0.15652273652638327
977,81,Huma Abedin,2009-11-05T05:00:00+00:00,Where are you HRC,Where are you??? HRC,0.0,neutural,0.0,neutural,1.0,topic_0,0.6515981250772833,0.17968025576207625,0.16872161916064032
978,116,Lauren Jiloty,2009-10-08T04:00:00+00:00,like that Can you prepare cover so can give to him today,I like that. Can you prepare cover so I can give to him today?,0.3612,positive,0.0,neutural,0.0,topic_1,0.11560460528821605,0.7554215400766073,0.1289738546351766
981,194,Sidney Blumenthal,2009-10-08T04:00:00+00:00,just talked to her She asked if wed been invited to funeral Have we,"I just talked to her. She asked if we'd been ""invited"" to funeral. Have we?",-0.3612,negative,0.0,neutural,0.0,topic_1,0.11572408164448453,0.7633603279088214,0.12091559044669414
981,194,Sidney Blumenthal,2009-10-08T04:00:00+00:00,Yes to both,Yes to both.,0.4019,positive,0.0,neutural,0.0,topic_1,0.16677884882772326,0.6664755551986055,0.1667455959736712
982,87,Jake Sullivan,2009-11-05T05:00:00+00:00,Pls find Jones and Donilon and give them each copy The three copies are in my red bag in light blue SecState folder Pls tell them have told Mitchell to go forward and would appreciate their support Does that make sense,Pls find Jones and Donilon and give them each a copy. The three copies are in my red bag in a light blue SecState folder. Pls tell them I have told Mitchell to go forward and would appreciate their support. Does that make sense?,0.7184,positive,0.13333333333333333,positive,1.0,topic_2,0.07214244254960628,0.08583579654818066,0.842021760902213
983,32,Cheryl Mills,2009-10-08T04:00:00+00:00,He wants to come see me McCain Graham and Collins about Afstan Pls put on list to discuss,"He wants to come see me w McCain, Graham and Collins about Afstan. Pls put on list to discuss.",0.0772,positive,0.2,positive,1.0,topic_2,0.09563332345278656,0.12108151012980145,0.783285166417412
984,116,Lauren Jiloty,2009-11-06T05:00:00+00:00,What is the Bolton letter about the ICC refer to,What is the Bolton letter about the ICC refer to?,0.0,neutural,0.0,neutural,1.0,topic_2,0.1146333112079572,0.11664343785492486,0.7687232509371179
985,194,Sidney Blumenthal,2009-11-06T05:00:00+00:00,have spoken to the following so they can be removed from list Reed Podesta Kasit Wiese Rothschild Rapoport,I have spoken to the following so they can be removed from list: Reed Podesta Kasit Wiese! Rothschild Rapoport,0.0,neutural,0.0,neutural,1.0,topic_2,0.08575840408846838,0.08541523759768135,0.8288263583138503
987,194,Sidney Blumenthal,2009-11-06T05:00:00+00:00,spoke Jack Reed He said could pick the date in either Oct or Nov to be honored bt BENS We could pick Friday when Id be back in NY Did ask that you set up mtgmeal Elie Weisel and his wife Also need to see Holbrooke early on Thursday after Labor Day to be briefed before WH mtg at can do as early as needed,"I spoke w Jack Reed. He said I could pick the date in either Oct or Nov to be honored bt BENS. We could pick a Friday when I'd be back in NY. Did I ask that you set up mtg/meal w Elie Weisel and his wife? Also, I need to see Holbrooke early on Thursday after Labor Day to be briefed before a WH mtg at 11. I can do as early as needed.",0.5859,positive,0.06666666666666668,positive,1.0,topic_2,0.09438502592439477,0.4451334528775043,0.4604815211981009
